1 ticket id,2 transaction id ,3 tran_date,4 tran_time,5 c_num ,6 name ,7 email ,8 password ,9 c_type ,10 cvv ,11 expiration ,12 section,13 row ,14 seat ,15 listed price ,16 sold price ,17 country1,18 country2,19 game date ,20 game time,21 stadium aid ,22 stadium address,23 city  ,24 province,25 country ,26 billing aid ,27 billing street,28 b_ad2,29 b_city ,30 b_province ,31 country,32,33
7073649976,859de4aa-9c15-4dee-8f6d-7bfc0c7306a4,2023-05-28,20:36:58,4913246645065613,Mona Blachford,mblachfordiv@ask.com,8aXdsI0NuZKO,visa-electron,539,2027-07-23,17,19,53,227,275,Portugal,Belgium,2023-06-27,4:19 AM,0113422091,83 Di Loreto Parkway,Vales,Viseu,Thailand,2577713592,3 Golden Leaf Circle,Suite 67,Péruwelz,Wallonie,China,3550-053,681-588-7098
8934237848,3acfb93f-e9d4-4577-9b1e-eaff44362696,2023-02-09,11:33:39,3555235840230010,Bartram Staning,bstaningl9@privacy.gov.au,aZwdC0nJggBs,jcb,903,2027-01-21,2,35,36,276,143,Sweden,Portugal,2023-06-19,10:54 PM,8590006611,01619 Alpine Pass,Gävle,Gävleborg,Sweden,6622219311,3 Twin Pines Avenue,PO Box 25803,Souto,Viseu,Russia,801 84,409-606-5792
4103915870,c9b63889-bc2d-4e23-9138-2cc00c8f8f88,2023-02-03,12:59:58,6334852340138591,Ainslie Le Barr,alelj@ovh.net,AZxTRKd68x,solo,552,2027-11-25,23,82,30,323,108,France,Portugal,2023-06-14,12:26 PM,3083782373,40 Melvin Park,Albertville,Rhône-Alpes,Ukraine,4097269747,373 Granby Circle,Suite 55,Nogueira,Porto,Russia,73209 CEDEX,540-611-8242
4741501248,73429d02-a925-42e8-9f6c-601f31dc8fea,2023-03-18,12:00:58,3559960651268181,Kate Yakolev,kyakolevmb@soundcloud.com,xrRkLqq,jcb,693,2027-05-28,1,98,80,121,239,Sweden,Portugal,2023-07-26,6:05 PM,8547928316,69 Granby Lane,Borlänge,Dalarna,France,9854835243,5 Macpherson Center,Apt 1458,Portel,Évora,Albania,781 96,267-816-4418
5996726130,cdbe841a-96ae-421b-9aa6-9b257067b0a1,2023-03-09,21:43:10,3572476708383405,Cicely Belli,cbellin1@hexun.com,9KMqO4B,jcb,486,2027-09-29,9,23,19,395,258,France,Portugal,2023-07-09,2:52 AM,2082244385,98 Northfield Avenue,Caen,Basse-Normandie,Malaysia,7805051763,47 Dayton Alley,18th Floor,Taveiro,Coimbra,Peru,14018 CEDEX 2,352-338-9046
0762250526,225f1a93-5270-4df6-a7f8-ad66ce87bfad,2022-11-19,1:56:16,3542039714408314,Ted Bourgaize,tbourgaizene@privacy.gov.au,6wqF3A62FYD,jcb,153,2027-11-07,5,18,6,161,181,Portugal,Portugal,2023-07-28,9:45 AM,1179969065,38581 Thompson Terrace,Lapas,Santarém,Malaysia,1347079793,4182 Montana Parkway,19th Floor,Rosais,Ilha de São Jorge,Japan,2350-089,489-741-7586
2333906103,6b9c2b4f-9f6a-4ac6-a8b5-3da680a08dbe,2023-01-03,5:05:53,3567735156038671,Alia Greetland,agreetlandoi@microsoft.com,9dj7et8LxF,jcb,469,2026-05-18,5,78,26,236,124,Portugal,France,2023-06-15,12:22 PM,5118418623,4238 Jenifer Center,Soutelo,Braga,Philippines,8714341344,580 Dunning Street,Suite 62,Caen,Basse-Normandie,Greece,4740-497,301-478-9836
7754860783,fa5e34aa-2301-4616-91ef-24c49dd4e689,2023-04-13,18:37:03,5450423967189273,Allis Beddoe,abeddoeok@illinois.edu,5Yeb83HeeWxI,mastercard,879,2026-03-26,2,75,33,201,234,Portugal,France,2023-08-02,3:53 PM,1522078282,1 Sycamore Trail,Messejana,Beja,United States,0270074988,3119 Brickson Park Avenue,Room 1039,Hagondange,Lorraine,Poland,7600-314,937-134-8091
2088301607,5d3b18e7-c4a0-45c5-973d-326a2bd638a0,2023-03-07,12:54:11,3563052316969892,Melisse Revelle,mrevellepb@nasa.gov,qkCdIov,jcb,240,2025-04-03,16,1,31,328,277,Portugal,United States,2023-07-06,9:23 PM,5783659177,3080 Melrose Way,Guimarei,Porto,Pakistan,7843605274,442 Buhler Terrace,Suite 62,Grand Rapids,Michigan,China,4825-171,292-537-3034
4432010738,e8e36e28-2845-4cda-b86b-08daa776a26e,2023-01-08,1:28:16,5602229543029212067,Miles Rymour,mrymourpd@hugedomains.com,RtxfZcyW4,china-unionpay,236,2027-03-23,1,60,61,323,144,France,France,2023-06-06,2:26 AM,9982780999,2 Stone Corner Avenue,Ivry-sur-Seine,Île-de-France,Poland,4979184340,50258 Ludington Pass,8th Floor,Oyonnax,Rhône-Alpes,China,94209 CEDEX,121-350-6658
4907455127,f74af4d5-863b-45e6-adc6-95d1056b4e95,2023-02-12,21:57:58,5371507608331074,Priscilla Doolan,pdoolanqt@delicious.com,1w50Bow2,mastercard,127,2025-05-02,18,68,96,252,189,France,Portugal,2023-07-23,12:40 PM,4415356605,056 Hanover Avenue,Nantes,Pays de la Loire,China,1402957750,26820 Carey Junction,Room 120,Carregal,Aveiro,Indonesia,44911 CEDEX 9,263-985-7028
