1 ticket id,2 transaction id ,3 tran_date,4 tran_time,5 c_num ,6 name ,7 email ,8 password ,9 c_type ,10 cvv ,11 expiration ,12 section,13 row ,14 seat ,15 listed price ,16 sold price ,17 country1,18 country2,19 game date ,20 game time,21 stadium aid ,22 stadium address,23 city  ,24 province,25 country ,26 billing aid ,27 billing street,28 b_ad2,29 b_city ,30 b_province ,31 country,32,33
1778309364,4ca4a63e-c7b5-4612-9fe4-d167567d468c,2023-01-11,2:01:22,503849365555381313,Briggs Cowdroy,bcowdroyd@meetup.com,HiT2SviZf,maestro,899,2026-08-05,25,6,6,192,281,Finland,Pakistan,2023-06-05,9:41 PM,9017742070,45 Dixon Circle,Janakkala,,Indonesia,8935729000,8 Vidon Place,Apt 1591,Kotli Lohārān,,Japan,14240,296-460-6968
8618803669,47b151cf-189c-404e-a778-83cd0d0a5f39,2022-12-26,4:58:30,5038072971255959,Rogerio Mowsley,rmowsleye@home.pl,NPyLboF,maestro,602,2025-11-19,23,77,90,239,123,Indonesia,China,2023-06-30,10:04 PM,1736328328,43068 Hollow Ridge Park,Dodol,,China,7483928867,82 Canary Street,Suite 96,Mingshuihe,,Chile,,887-160-7846
8076241618,dc3d7f20-631b-453c-b5e7-4d45d7b93245,2022-10-20,6:24:31,3573557843538695,Molli Menicomb,mmenicombf@delicious.com,UndHfU,jcb,849,2026-07-01,13,77,94,364,300,Ukraine,Brazil,2023-07-21,10:08 AM,4449875877,75560 Kipling Circle,Skhodnitsa,,Ireland,0627240453,63704 Tennessee Terrace,Apt 535,Santa Helena,,Peru,,858-990-5331
0743316207,069fb494-3451-4026-b591-c156a3f19a29,2023-01-30,21:43:18,30547721990723,Ron Shawe,rshaweg@mozilla.com,J2jaIV6OR,diners-club-carte-blanche,942,2026-08-25,7,62,27,264,263,Norway,Poland,2023-07-27,9:14 AM,3152949448,248 Vermont Terrace,Moss,Ostfold,Indonesia,8522463980,17708 Superior Road,Suite 43,Jawor,,Sweden,1536,146-539-6334
1485960878,b2781536-fd7d-429e-b759-5b1a90e27e5c,2022-10-07,16:39:01,374283316016930,Georgine Whitehouse,gwhitehouseh@slashdot.org,bG6quMu47jGe,americanexpress,812,2025-11-21,19,99,67,218,122,South Korea,Poland,2023-06-23,10:27 AM,6624472707,9 Di Loreto Drive,Cheongsong gun,,France,6715417962,2 Dottie Street,Room 1260,Nowa Dęba,,Indonesia,,549-678-3981
5424426638,ee29b50e-d3c0-4c31-97aa-13fd71b0dc73,2023-04-12,7:12:33,67635628432496883,Murray Craske,mcraskei@jigsy.com,0Xg7KVJleXn,maestro,280,2026-07-14,25,11,69,113,143,Canada,Nigeria,2023-06-18,10:29 PM,6415070835,63 Mayfield Center,Swift Current,Saskatchewan,Russia,1374847151,6 Almo Way,6th Floor,Misau,,Ivory Coast,S9H,981-544-4402
3007135001,c6db499e-c2d2-424c-b69a-957ef4bd88fd,2022-12-05,23:41:17,4026950801620467,Udall Nestle,unestlej@mediafire.com,9eS2gy7inRt1,visa-electron,562,2026-09-08,13,5,89,220,255,China,Poland,2023-06-20,2:41 PM,3958167055,4419 Forest Dale Junction,Pianbai,,Vietnam,7665944884,6 Oak Avenue,PO Box 87473,Cisownica,,China,,134-233-7371
7160989392,ca722d0a-4eea-4a84-af3f-1a1da44f37b1,2023-05-13,11:10:53,3533460894828397,Joete Van Velden,jvank@oakley.com,kPbcpMm,jcb,363,2026-06-08,15,88,74,276,222,China,Iceland,2023-06-25,4:01 PM,1235091937,775 Lake View Parkway,Yantan,,Azerbaijan,6424599215,428 Schmedeman Plaza,Room 871,Sandgerði,,China,,291-143-3525
4670865080,a2a5b1fd-0152-4ca6-8f11-85154511094f,2023-03-17,12:10:19,3545799917221221,Felike Chandler,fchandlerl@sciencedirect.com,cCoeJx5B9,jcb,995,2027-05-11,13,42,96,167,162,Indonesia,China,2023-08-04,8:37 PM,4126656871,1099 Kim Circle,Magepanda,,Netherlands,8688387567,40215 Mockingbird Place,Apt 677,Shiquan,,Colombia,,265-467-6752
2240320656,4bd7de3c-9c40-46c3-b4ae-a5296589ed9c,2022-11-12,21:06:34,3551864887018501,Nelly Pentycross,npentycrossm@arizona.edu,DibWIRjFaF,jcb,632,2026-08-08,13,19,8,246,90,Palestinian Territory,Brazil,2023-07-10,4:44 AM,6325959957,55556 Susan Way,Jūrīsh,,China,7578547186,3027 Ludington Crossing,Apt 1393,Planaltina,,Georgia,,505-211-1716
3569751252,50ae2c2f-3b73-4c54-b62c-baa1baa00461,2023-02-19,9:09:38,5610485767495611,Lianne Hause,lhausen@hatena.ne.jp,uatkAheh0,bankcard,118,2026-03-02,5,1,49,206,170,China,Philippines,2023-06-21,2:15 PM,5796867989,74 Kingsford Junction,Dongmafang,,Sweden,6592878975,4 Spaight Alley,Room 44,Besao,,Indonesia,,964-554-3402
7999828629,9ff94ca5-5e34-4962-a9b9-2e4e00f2683c,2023-03-14,12:55:53,201752423377616,Alan Kierans,akieranso@soundcloud.com,59WZFlFfnWj,diners-club-enroute,183,2026-08-21,9,24,22,171,106,Indonesia,Costa Rica,2023-07-06,4:35 AM,2168889554,80692 Village Junction,Tangkilsari,,South Sudan,0059724358,01 Messerschmidt Street,PO Box 90669,San Isidro,,China,,867-251-3611
0628920660,884b5aa0-f711-4ff5-9e76-f0e52711b296,2023-05-08,6:29:58,201956379167471,Parke Dodson,pdodsonp@unc.edu,6KdY3Z,diners-club-enroute,700,2026-04-12,15,45,19,131,138,Indonesia,Peru,2023-06-20,11:01 PM,1113672080,625 Maryland Plaza,Pagak Kulon,,Philippines,0345239008,06124 Granby Terrace,Suite 74,Soraya,,Portugal,,994-322-9250
5528664969,a582bdb6-21a6-412c-8501-eaffe2cc7176,2023-05-20,2:34:02,36838315438953,Kata Gepp,kgeppq@yandex.ru,GJnM8HlbBG9b,diners-club-international,337,2026-12-22,24,60,57,307,87,Croatia,Canada,2023-06-03,2:08 PM,0800641604,986 Browning Street,Bestovje,,Mozambique,9023202082,7 Dakota Terrace,PO Box 76240,Port Moody,British Columbia,China,10437,564-312-7322
0363576622,7eae7be2-7691-463f-8a76-edca4bfed91f,2023-01-07,22:33:36,337941262891939,Cherey Hazle,chazler@oaic.gov.au,kBkNxqNi,americanexpress,664,2026-08-01,11,91,63,398,254,Russia,Bosnia and Herzegovina,2023-07-21,7:32 PM,3586910460,32 Laurel Street,Olenegorsk,,Tuvalu,2620469244,11561 Elgar Junction,Suite 16,Balatun,,Indonesia,303622,887-830-7748
8132418417,db06f9f7-1277-4944-9352-ca5d21595524,2023-03-25,16:37:17,5100147086824767,Dick Alsopp,dalsopps@upenn.edu,jZ9Fc6A,mastercard,287,2026-03-29,10,4,5,248,164,Poland,France,2023-07-24,5:32 PM,4620280593,6 Rigney Point,Tyczyn,,Colombia,7824744388,9278 Green Ridge Street,Room 632,Évry,Île-de-France,Portugal,36-020,792-340-8481
5342731488,4bf69088-0e62-4cf9-8542-eacd49cad389,2023-03-29,20:13:14,3541787140159858,Niven Neighbour,nneighbourt@webeden.co.uk,QE5Mjsi4by3,jcb,578,2025-04-21,3,64,53,170,208,Russia,Portugal,2023-07-13,1:34 PM,1888610476,794 Oneill Park,Dvurechensk,,Nigeria,1536803456,5 Cascade Point,Apt 478,Santa Maria Oliveira,Braga,China,624013,532-232-7139
0558253318,05120918-19a8-4eb3-838a-4f3f5a31f17b,2023-05-03,15:21:28,3568879747655582,Reinhold Longmire,rlongmireu@tripod.com,hUVwmclWUMrx,jcb,178,2025-03-25,20,72,6,112,84,Croatia,China,2023-06-15,4:09 AM,4548386394,35494 Eagle Crest Crossing,Mirkovci,,China,0400346648,54 Dayton Plaza,PO Box 29821,Hong’an Chengguanzhen,,Russia,32100,744-736-9810
2084766060,6a1197e6-7de5-41b3-8b17-5138577e12ec,2023-05-30,17:20:06,3574002026138947,Blisse Lafond,blafondv@mayoclinic.com,DZrBW5vOPSQ,jcb,234,2025-11-04,6,73,18,111,206,Togo,Iran,2023-07-04,8:08 AM,4850896286,62108 Morning Circle,Badou,,Morocco,1136894896,42984 Fisk Junction,Apt 1062,Zābolī,,Philippines,,744-163-5860
5478626651,4a6b4d64-aec6-4f24-8cd8-9bdb4b469c84,2023-03-15,22:41:58,3584964246087550,Lorettalorna Gristhwaite,lgristhwaitew@typepad.com,nD00aNY,jcb,497,2026-09-06,2,3,61,376,118,Poland,Canada,2023-06-10,6:18 PM,2463729309,27675 Oxford Center,Łapsze Niżne,,Russia,0781550785,51 Bellgrove Park,Suite 89,Québec,Québec,Costa Rica,34-442,779-246-6694
9224361315,5ba091f1-ceed-4456-988d-5d750b2bc6e1,2023-01-04,6:16:24,4175008161790237,Mabelle Wiffield,mwiffieldx@latimes.com,0IxDc62Oc,visa-electron,515,2027-11-27,16,66,6,385,209,China,Portugal,2023-06-01,8:54 AM,1977724256,8686 Butterfield Drive,Liudu,,Brazil,4318749916,8 Division Crossing,Suite 84,Lomba do Loução,Ilha de São Miguel,South Africa,,406-724-2737
5252853029,e58c7aca-a565-4f06-8b8d-1a04c5ee2568,2023-01-05,20:44:06,3563312085267385,Leeann Matts,lmattsy@unicef.org,XbiKlK1OXS2D,jcb,499,2025-11-26,15,92,31,148,297,Syria,Vietnam,2023-06-22,10:09 AM,3308184419,4966 Dawn Street,‘Afrīn,,Poland,2221002199,31 Lunder Lane,Room 1683,Thị Trấn Thất Khê,,Albania,,219-892-3674
9582874473,b36b965a-3595-4a78-9bca-ffdf45254971,2022-10-17,16:30:00,6393389170467327,Grove Melhuish,gmelhuishz@cnn.com,z8trj7NhcTsZ,instapayment,249,2026-01-25,17,27,65,311,164,Greece,China,2023-07-27,4:49 AM,3227073196,83445 Vahlen Way,Proástion,,Morocco,1374012076,1590 Pearson Lane,PO Box 29197,Youcheng,,Poland,,487-180-2957
9896067570,125065f5-c916-435a-95aa-a95da39948a0,2023-05-21,4:57:14,4175007167862834,Robinia Dighton,rdighton10@yellowpages.com,TVgtZFLFUlzl,visa-electron,490,2025-12-07,9,92,65,366,127,Indonesia,Slovenia,2023-06-24,7:59 AM,0681377151,0744 Emmet Circle,Cimara,,Argentina,5181966519,1 Stuart Lane,Apt 726,Tabor,,Argentina,,129-855-2675
9568868011,ad2eb083-dda0-44c8-92e2-4db309265185,2023-04-03,23:19:44,589352801181234854,Vanda Faulds,vfaulds11@blogspot.com,98WYqbCpKL3,maestro,483,2027-06-14,5,86,38,234,174,Russia,China,2023-06-12,10:42 PM,2395023728,57251 Raven Park,Vol’nyy Aul,,China,6513845343,47 Roxbury Avenue,20th Floor,Mashi,,China,361424,979-460-1037
8974660873,97489cd1-1ddc-4f6b-a2ee-88fe3fc86a9f,2022-10-26,13:50:33,3533723271590454,Zared Godby,zgodby12@sohu.com,IWLwz7DW,jcb,304,2025-10-04,23,12,7,193,117,Somalia,Canada,2023-06-11,8:18 AM,4507682894,97 1st Plaza,Baardheere,,Norway,3918187276,28414 Novick Crossing,PO Box 62073,Viking,Alberta,Panama,,111-686-3459
6815134075,2ed3dc54-ac49-46fe-a54e-358fdb9d2c3e,2023-04-08,14:12:06,5602246273945907,Rosalyn Pringle,rpringle13@newsvine.com,ruUZ0G9ZyJMk,bankcard,210,2026-06-06,5,94,16,126,167,Canada,China,2023-07-10,9:19 PM,2745495194,452 Truax Street,Claresholm,Alberta,Canada,8133054826,6 Chive Plaza,PO Box 45670,Ningdun,,Russia,V2T,402-154-6947
2983158365,72d7e7f8-257d-412e-a10c-a207ce14ef8a,2022-11-14,0:05:19,3561095539189832,Bess Novotni,bnovotni14@indiegogo.com,0iclWRA,jcb,655,2025-08-18,10,18,48,326,270,Luxembourg,China,2023-07-02,4:08 AM,8582336659,5 Homewood Trail,Boulaide,,Poland,5064312962,74 Sycamore Junction,Room 715,Nanjin,,Brazil,L-9640,361-620-6608
9151417057,3a59bc4d-6198-4ee2-ac56-9751a83f22c7,2023-03-30,20:00:15,561077391160394450,Leoine Bice,lbice15@webmd.com,XxF7Xqyeo0p,china-unionpay,231,2025-06-08,17,57,48,344,156,Cuba,Indonesia,2023-07-03,11:26 AM,6626083546,13 Helena Hill,San Miguel del Padrón,,Portugal,0959547657,53 Melvin Place,12th Floor,Cilolongokan,,Indonesia,,172-432-7750
3734567998,68f745b2-90be-4eb9-95b5-85919b01acb3,2022-12-06,8:32:31,3578048224290267,Katalin Raitt,kraitt16@mediafire.com,5BWWRn,jcb,328,2025-05-16,10,11,99,316,230,Macedonia,Armenia,2023-06-19,8:02 PM,1603022899,1 Loeprich Drive,Радишани,,Russia,6910252748,16 Beilfuss Alley,Apt 155,Abovyan,,Belarus,1011,954-123-8616
3819356223,b098582d-2d16-41aa-9713-f1e7c4372c0f,2023-04-08,11:37:22,3572914673237032,Orson Scartifield,oscartifield17@twitpic.com,nLy2RkzLf,jcb,397,2026-01-31,18,86,65,220,147,Russia,Indonesia,2023-06-22,4:49 AM,5874882766,3313 Nelson Point,Sarana,,Zimbabwe,5395142428,753 Walton Alley,7th Floor,Langsa,,Russia,623311,532-854-8641
6186358682,3b125965-15cf-483c-b237-0fe81c95f171,2022-11-26,8:03:17,4689180400729,Guenna Rutley,grutley18@prlog.org,isWiBPV7k,visa,395,2025-04-09,8,5,69,178,95,Portugal,Japan,2023-07-19,4:50 AM,2208778065,1 Burrows Court,São Miguel do Rio Torto,Santarém,Afghanistan,6931311743,7324 Hazelcrest Alley,Suite 18,Matsubara,,Argentina,2205-554,135-922-5317
9464960167,427b4670-8fcc-46cc-b536-be1cc5d32949,2022-12-07,22:46:34,30207704475180,Lory Spelsbury,lspelsbury19@about.com,O25N9Yilwu,diners-club-carte-blanche,784,2026-10-21,10,42,17,287,258,Madagascar,Philippines,2023-06-09,5:37 AM,8304524848,7811 Esker Center,Ambatondrazaka,,Indonesia,5360088672,02654 Mitchell Drive,15th Floor,Gibato,,China,,178-969-6207
4910652213,3796907e-e90d-4e0e-9c0f-de16c4b835d0,2023-05-13,0:15:49,4706881064610910,Melodee Guyet,mguyet1a@cbslocal.com,P2qvmge47,visa,772,2028-02-24,13,13,38,310,123,China,Indonesia,2023-07-10,10:45 AM,6321131644,28 Brown Trail,Dongjiahe,,United States,5580032056,63324 Coleman Street,Suite 24,Kotakan Selatan,,China,,360-607-8743
6889117719,f43c710a-bdb5-4254-93be-17a5b426a7ef,2023-04-15,19:25:04,5224113471061093,Constantin Jinks,cjinks1b@sitemeter.com,VeSZ0UYZj,mastercard,150,2026-03-09,14,85,14,308,201,China,Argentina,2023-06-20,1:33 AM,0589070347,444 Weeping Birch Parkway,Xike,,Indonesia,0108765903,92 Caliangt Trail,Apt 612,Cachí,,China,,699-660-0742
2403447986,e228bc73-04df-4e03-a001-acc62fbcb56b,2023-03-14,8:10:53,3581427381621784,Jules Housam,jhousam1c@merriam-webster.com,SNUHX3YTe,jcb,586,2027-09-28,1,22,61,360,107,China,China,2023-07-29,10:39 AM,5457087921,85855 Rusk Park,Shazhenxi,,Iran,8136706662,55616 Corscot Terrace,Room 1898,Tianzhou,,Nigeria,,553-812-1538
8396398143,57bb6f4c-6fff-45c5-9724-edabeb53a945,2023-05-07,10:36:44,30306078931966,Jason Baudinot,jbaudinot1d@noaa.gov,HftlgyU1t6,diners-club-carte-blanche,116,2026-01-29,9,15,52,100,133,China,Indonesia,2023-07-02,3:33 AM,9570402040,21573 Hanson Avenue,Jiangya,,Ukraine,6342995966,3 Service Drive,Room 1452,Talangbetutu,,Mauritius,,882-141-6076
4563311839,7d05a170-1849-4a68-bdfa-a20a92b2951e,2023-05-04,13:37:38,3556768262967049,Susann Demangeot,sdemangeot1e@twitter.com,VQDNhz2ycQc,jcb,351,2028-01-10,6,77,94,157,210,Indonesia,Ukraine,2023-07-01,11:11 PM,1880146088,426 Florence Point,Cimuncang,,Spain,2955087181,2 Marcy Lane,PO Box 38538,Skole,,Colombia,,694-275-5264
3691572820,e8c7018a-af54-4f57-a06a-8e419eeacc85,2023-04-06,19:16:05,3556274784700042,Wadsworth Quarlis,wquarlis1f@cam.ac.uk,hSzT7w96f,jcb,350,2027-05-14,3,15,42,246,267,Latvia,Philippines,2023-08-02,12:38 AM,9768270365,6548 Hudson Avenue,Tukums,,Vietnam,6043150085,18 Ruskin Court,3rd Floor,Basing,,Guatemala,,601-704-2942
6606018382,d59395c3-6505-47d9-881c-b1358e923a19,2022-10-16,7:08:58,3533265400877857,Charleen Schimann,cschimann1g@com.com,jpqymph,jcb,532,2027-09-21,16,79,31,189,159,Malaysia,China,2023-06-21,2:52 AM,1291126392,5648 Pepper Wood Lane,Kuala Lumpur,Kuala Lumpur,Sweden,5214554583,565 Elgar Road,1st Floor,Huatanshan,,Poland,50700,212-589-4792
9563985478,ae54411f-e8aa-4c93-89f8-6c3e9f7575a8,2023-03-08,8:05:04,3586000700184613,Mischa Longstaffe,mlongstaffe1h@google.it,mJnwDw,jcb,196,2026-02-24,7,73,46,126,204,Indonesia,Iran,2023-07-09,12:54 PM,0733394191,1 Basil Street,Matumadua,,China,7468755256,5 Ridgeview Place,Suite 63,Shalamzār,,Indonesia,,453-381-8573
0260055778,671d5029-4061-457b-b35d-d5aa477dac64,2023-03-31,16:34:14,30446052427720,Dex Rizzello,drizzello1i@1und1.de,fPL9F96SVFcR,diners-club-carte-blanche,969,2025-05-13,16,86,40,258,291,France,Portugal,2023-07-20,4:04 AM,4300111278,30 Haas Terrace,Aulnay-sous-Bois,Île-de-France,South Korea,6746341062,5243 Larry Junction,Suite 39,Carvalheira,Viana do Castelo,China,93616 CEDEX,509-294-0180
4272023144,30f7aace-e27b-4bac-b64d-0488fe9e618e,2023-02-11,14:02:14,4628854314311,Sid Huckerby,shuckerby1j@msn.com,JkmYc0,visa,331,2027-12-03,17,9,92,266,183,Indonesia,China,2023-06-21,9:05 PM,9057768151,948 Raven Hill,Pasireurih,,Angola,5535213233,15 Eggendart Lane,PO Box 9190,Fuzhiping,,Madagascar,,355-962-1233
3544852942,1e580021-f9ae-4f64-ab54-576223038468,2022-10-26,13:08:28,3585359246839556,Bernadene Eve,beve1k@bravesites.com,sd4LKyEWBJ,jcb,985,2027-07-21,16,12,9,228,194,Argentina,China,2023-06-06,10:14 PM,0786973269,7 Iowa Point,Valcheta,,Ukraine,7474281929,3075 Bonner Lane,Apt 550,Yishi,,Ukraine,8536,332-365-8175
8508604610,6063a5de-37ef-450e-a7be-ef08f2ac6a58,2022-12-14,12:55:03,3554994374526174,Alisander Hentzeler,ahentzeler1l@dailymail.co.uk,N5nuV1mfHf,jcb,283,2025-04-30,5,44,3,303,166,Azerbaijan,Mexico,2023-07-12,8:14 PM,3033406718,16 Summit Circle,Fizuli,,Indonesia,4650927668,329 Sachtjen Avenue,PO Box 10843,5 de Mayo,Veracruz Llave,Portugal,,940-755-6168
0664260462,18704939-74e5-46ba-a9b9-322976ba2928,2023-03-13,13:45:01,6393931550753394,Jaquelyn Champley,jchampley1m@china.com.cn,piMXVDSyr,instapayment,311,2027-01-10,12,22,63,384,85,Comoros,Czech Republic,2023-06-10,1:41 PM,2327757266,8861 Elka Alley,Mjamaoué,,Venezuela,6298277277,5015 Maywood Center,PO Box 41866,Bořetice,,Serbia,,336-465-6449
9999755372,32b6cb18-f2fd-417a-b175-4747e7261c59,2022-11-30,16:46:07,3559556004037891,Jillayne Merkel,jmerkel1n@washington.edu,GfPpuVIy,jcb,798,2025-12-18,7,85,56,187,179,Tanzania,Russia,2023-06-17,9:47 PM,5681558169,8 North Trail,Liuli,,Afghanistan,4356481240,4750 Erie Hill,Apt 1780,Devitsa,,Czech Republic,,901-745-5378
9501458253,07054b57-ae45-470c-8cc4-eb410cd3216d,2022-11-08,3:37:27,63042429988603568,Gris Shafto,gshafto1o@un.org,uG6bQKD,laser,937,2026-08-24,13,35,76,124,106,China,China,2023-08-06,7:45 PM,1031157948,91529 Namekagon Avenue,Shencun,,Russia,2314176642,016 Menomonie Drive,Room 1018,Sandu,,Pakistan,,986-511-2861
8912936719,8754970c-cdda-4d40-8735-f8a449ca9af9,2022-12-04,19:54:27,6706239004128334,Keslie Diem,kdiem1p@un.org,3f3sNCR820,laser,328,2026-01-20,17,85,39,140,92,Peru,Mozambique,2023-06-24,7:47 PM,9367190964,37043 Namekagon Place,Yanacancha,,Ireland,0979080797,6815 Sage Park,8th Floor,Tete,,China,,134-455-5790
6937292643,5f6c2cbe-762e-4a19-959f-291a5d991144,2023-01-05,20:49:31,5610072399098888,Maddie Eve,meve1q@woothemes.com,JbtoDtYhbG,bankcard,352,2026-05-08,1,92,68,377,247,China,Sweden,2023-06-04,10:54 PM,3335240715,77 Mayfield Park,Futian,,China,8991614477,5183 Grasskamp Alley,PO Box 23694,Norsborg,Stockholm,Nigeria,,451-516-4300
0525617922,9fcd316d-d2de-44f7-8105-924644e00684,2023-02-19,4:31:38,3550428800757941,Gianni Pelos,gpelos1r@bbb.org,jwyBuh70QL,jcb,121,2026-04-14,18,97,91,172,281,China,China,2023-06-19,10:20 AM,9616421212,1027 Hagan Park,Qiaotou,,Croatia,9518486301,12466 Mayfield Street,Room 1060,Dehang,,China,,488-277-1888
0279522800,116baa12-9cda-4eb0-b8b0-94e8c555fa63,2023-02-07,15:17:05,3576963574185093,Adelind Ailsbury,aailsbury1s@hp.com,aQPaiAK,jcb,512,2025-10-17,18,80,76,153,268,Dominican Republic,China,2023-06-20,6:51 PM,1400337690,8187 Becker Point,Río Limpio,,Philippines,6492329694,0879 John Wall Drive,Suite 21,Xinyang,,South Korea,10131,713-359-4311
5518858728,bb2ad5dc-492b-4004-a3e9-dc359224065e,2023-05-01,16:42:48,3565507367385296,Ronda Duffus,rduffus1t@paypal.com,or68WTiu,jcb,755,2026-04-05,2,39,62,210,141,Colombia,Brazil,2023-07-11,7:49 AM,1450115276,11228 Londonderry Circle,Barrancas,,Czech Republic,6521047507,388 Crescent Oaks Alley,Room 1660,Dois Vizinhos,,Serbia,443049,970-344-8194
